0   0   47.0611
0   1   52.9957
0   2   57.7638
0   3   59.5089
0   4   57.5513
0   5   52.6534
0   6   46.7223
0   7   42.0674
0   8   40.5014
0   9   42.634
0   10   47.6348
0   11   53.5566
0   12   58.0934
0   13   59.4789
0   14   57.1734
0   15   52.0747
0   16   46.1681
0   17   41.7537
0   18   40.5502
0   19   43.0263
0   20   48.2179
0   21   54.1034
0   22   58.3911
0   23   59.4114
0   24   56.7671
0   25   51.4878
0   26   45.6291
0   27   41.4724
0   28   40.6362
0   29   43.4461
0   30   48.808
0   31   54.634
0   32   58.6556
0   33   59.3069
0   34   56.3341
0   35   50.895
0   36   45.1074
0   37   41.2249
0   38   40.7592
0   39   43.8918
0   40   49.4028
0   41   55.1464
0   42   58.886
0   43   59.1656
0   44   55.8762
0   45   50.2987
0   46   44.605
0   47   41.0119
0   48   40.9187
0   49   44.3616
0   50   50
0   51   55.6384
0   52   59.0813
0   53   58.9881
0   54   55.395
0   55   49.7013
0   56   44.1238
0   57   40.8344
0   58   41.114
0   59   44.8536
0   60   50.5972
0   61   56.1082
0   62   59.2408
0   63   58.7751
0   64   54.8926
0   65   49.105
0   66   43.6659
0   67   40.6931
0   68   41.3444
0   69   45.366
0   70   51.192
0   71   56.5539
0   72   59.3638
0   73   58.5276
0   74   54.3709
0   75   48.5122
0   76   43.2329
0   77   40.5886
0   78   41.6089
0   79   45.8966
0   80   51.7821
0   81   56.9737
0   82   59.4498
0   83   58.2463
0   84   53.8319
0   85   47.9253
0   86   42.8266
0   87   40.5211
0   88   41.9066
0   89   46.4434
0   90   52.3652
0   91   57.366
0   92   59.4986
0   93   57.9326
0   94   53.2777
0   95   47.3466
0   96   42.4487
0   97   40.4911
0   98   42.2362
0   99   47.0043
0   100   52.9389
1   0   47.0764
1   1   52.98
1   2   57.7233
1   3   59.4592
1   4   57.5118
1   5   52.6395
1   6   46.7394
1   7   42.1089
1   8   40.5511
1   9   42.6725
1   10   47.6472
1   11   53.538
1   12   58.0511
1   13   59.4293
1   14   57.1359
1   15   52.0638
1   16   46.1882
1   17   41.7968
1   18   40.5996
1   19   43.0628
1   20   48.2272
1   21   54.0819
1   22   58.3472
1   23   59.3622
1   24   56.7317
1   25   51.48
1   26   45.652
1   27   41.517
1   28   40.6852
1   29   43.4804
1   30   48.8142
1   31   54.6098
1   32   58.6104
1   33   59.2582
1   34   56.301
1   35   50.8903
1   36   45.133
1   37   41.2707
1   38   40.8075
1   39   43.9237
1   40   49.4059
1   41   55.1195
1   42   58.8395
1   43   59.1176
1   44   55.8455
1   45   50.2972
1   46   44.6332
1   47   41.0589
1   48   40.9662
1   49   44.3911
1   50   50
1   51   55.6089
1   52   59.0338
1   53   58.9411
1   54   55.3668
1   55   49.7028
1   56   44.1545
1   57   40.8824
1   58   41.1605
1   59   44.8805
1   60   50.5941
1   61   56.0763
1   62   59.1925
1   63   58.7293
1   64   54.867
1   65   49.1097
1   66   43.699
1   67   40.7418
1   68   41.3896
1   69   45.3902
1   70   51.1858
1   71   56.5196
1   72   59.3148
1   73   58.483
1   74   54.348
1   75   48.52
1   76   43.2683
1   77   40.6378
1   78   41.6528
1   79   45.9181
1   80   51.7728
1   81   56.9372
1   82   59.4004
1   83   58.2032
1   84   53.8118
1   85   47.9362
1   86   42.8641
1   87   40.5707
1   88   41.9489
1   89   46.462
1   90   52.3528
1   91   57.3275
1   92   59.4489
1   93   57.8911
1   94   53.2606
1   95   47.3605
1   96   42.4882
1   97   40.5408
1   98   42.2767
1   99   47.02
1   100   52.9236
2   0   48.2631
2   1   51.7705
2   2   54.5885
2   3   55.6198
2   4   54.4629
2   5   51.5682
2   6   48.0628
2   7   45.3118
2   8   44.3863
2   9   45.6466
2   10   48.6022
2   11   52.102
2   12   54.7833
2   13   55.6021
2   14   54.2395
2   15   51.2261
2   16   47.7353
2   17   45.1263
2   18   44.4151
2   19   45.8785
2   20   48.9468
2   21   52.4251
2   22   54.9592
2   23   55.5622
2   24   53.9994
2   25   50.8793
2   26   47.4168
2   27   44.9601
2   28   44.4659
2   29   46.1266
2   30   49.2955
2   31   52.7388
2   32   55.1156
2   33   55.5004
2   34   53.7435
2   35   50.529
2   36   47.1084
2   37   44.8138
2   38   44.5386
2   39   46.39
2   40   49.6471
2   41   53.0416
2   42   55.2517
2   43   55.4169
2   44   53.4729
2   45   50.1766
2   46   46.8115
2   47   44.688
2   48   44.6329
2   49   46.6677
2   50   50
2   51   53.3323
2   52   55.3671
2   53   55.312
2   54   53.1885
2   55   49.8234
2   56   46.5271
2   57   44.5831
2   58   44.7483
2   59   46.9584
2   60   50.3529
2   61   53.61
2   62   55.4614
2   63   55.1862
2   64   52.8916
2   65   49.471
2   66   46.2565
2   67   44.4996
2   68   44.8844
2   69   47.2612
2   70   50.7045
2   71   53.8734
2   72   55.5341
2   73   55.0399
2   74   52.5832
2   75   49.1207
2   76   46.0006
2   77   44.4378
2   78   45.0408
2   79   47.5749
2   80   51.0532
2   81   54.1215
2   82   55.5849
2   83   54.8737
2   84   52.2647
2   85   48.7739
2   86   45.7605
2   87   44.3979
2   88   45.2167
2   89   47.898
2   90   51.3978
2   91   54.3534
2   92   55.6137
2   93   54.6882
2   94   51.9372
2   95   48.4318
